name,split,netTime,place,leaderDiff
Leonard Arnold,BIKE25,05:07:33.501,,
Jonas Hoffmann,BIKE25,05:08:36.447,35,+24:35.63
Jason Pohl,BIKE25,05:09:36.092,36,+25:35.27
Tomasz Szala,BIKE25,05:12:38.701,37,+28:37.88
Braden Currie,BIKE25,05:13:03.604,38,+29:02.78
Dylan Magnien,BIKE25,05:15:54.723,39,+31:53.90
Rasmus Svenningsson,BIKE25,05:25:22.964,40,+41:22.14
Igor Amorelli,BIKE25,05:27:42.00,41,+43:41.18
Andre Lopes,BIKE25,05:32:06.11,42,+48:05.29
Arnaud Guilloux,BIKE25,05:32:36.188,,
Robert Wilkowiecki,BIKE25,05:38:08.746,,
Reinaldo Colucci,BIKE25,05:40:33.569,,
Sam Laidlow,BIKE,04:46:44.067,1,
Robert Kallin,BIKE,04:52:37.42,2,+05:53.35
Magnus Ditlev,BIKE,04:53:41.153,3,+06:57.09
Kristian Høgenhaug,BIKE,04:54:05.786,4,+07:21.72
Matthew Marquardt,BIKE,04:54:31.104,5,+07:47.04
Leon Chevalier,BIKE,04:54:42.007,6,+07:57.94
Menno Koolhaas,BIKE,04:54:51.794,7,+08:07.73
Nick Thompson,BIKE,04:55:34.553,8,+08:50.49
Kristian Blummenfelt,BIKE,04:55:39.215,9,+08:55.15
Gregory Barnaby,BIKE,04:55:40.906,10,+08:56.84
Kacper Stepniak,BIKE,04:55:43.796,11,+08:59.73
Rudy Von Berg,BIKE,04:55:47.072,12,+09:03.01
Patrick Lange,BIKE,04:55:50.19,13,+09:06.12
Antonio Benito López,BIKE,04:55:51.592,14,+09:07.53
Bradley Weiss,BIKE,04:57:37.999,15,+10:53.93
Kieran Lindars,BIKE,04:57:41.918,16,+10:57.85
Ben Kanute,BIKE,04:57:54.701,17,+11:10.63
Cameron Wurf,BIKE,04:58:56.868,18,+12:12.80
Finn Große-Freese,BIKE,04:59:43.466,19,+12:59.40
Sam Appleton,BIKE,05:00:26.19,20,+13:42.12
Trevor Foley,BIKE,05:01:07.546,,
Thor Bendix Madsen,BIKE,05:01:46.332,21,+15:02.26
Mathias Petersen,BIKE,05:01:49.568,22,+15:05.50
Tristan Olij,BIKE,05:03:49.086,23,+17:05.02
Lionel Sanders,BIKE,05:03:49.511,24,+17:05.44
Paul Schuster,BIKE,05:03:50.849,25,+17:06.78
Mike Phillips,BIKE,05:03:55.803,26,+17:11.74
Steven McKenna,BIKE,05:05:17.954,27,+18:33.89
Jackson Laundry,BIKE,05:05:27.49,28,+18:43.42
Chris Leiferman,BIKE,05:06:28.098,,
Gustav Iden,BIKE,05:06:36.01,,
Matt Hanson,BIKE,05:07:11.204,29,+20:27.14
Ben Hamilton,BIKE,05:07:12.916,30,+20:28.85
David McNamee,BIKE,05:08:07.076,31,+21:23.01
Stenn Goetstouwers,BIKE,05:08:48.968,32,+22:04.90
Michael Weiss,BIKE,05:09:09.635,33,+22:25.57
Daniel Bækkegård,BIKE,05:09:40.978,34,+22:56.91
Leonard Arnold,BIKE,05:10:34.083,,
Jonas Hoffmann,BIKE,05:11:27.172,35,+24:43.11
Jason Pohl,BIKE,05:12:32.836,36,+25:48.77
Tomasz Szala,BIKE,05:15:37.54,37,+28:53.47
Braden Currie,BIKE,05:15:52.908,38,+29:08.84
Dylan Magnien,BIKE,05:18:57.622,39,+32:13.56
Rasmus Svenningsson,BIKE,05:28:24.136,40,+41:40.07
Igor Amorelli,BIKE,05:30:55.637,41,+44:11.57
Andre Lopes,BIKE,05:35:28.87,42,+48:44.80
Arnaud Guilloux,BIKE,05:36:21.938,,
Robert Wilkowiecki,BIKE,05:42:07.235,,
Reinaldo Colucci,BIKE,05:44:17.30,,
Sam Laidlow,T2,04:49:12.81,1,
Robert Kallin,T2,04:55:11.718,2,+05:58.91
Kristian Høgenhaug,T2,04:56:28.423,3,+07:15.61
Leon Chevalier,T2,04:56:57.746,4,+07:44.94
Matthew Marquardt,T2,04:57:00.462,5,+07:47.65
Menno Koolhaas,T2,04:57:19.061,6,+08:06.25
Magnus Ditlev,T2,04:57:28.466,7,+08:15.66
Rudy Von Berg,T2,04:57:48.508,8,+08:35.70
Gregory Barnaby,T2,04:57:49.093,9,+08:36.28
Kristian Blummenfelt,T2,04:57:54.368,10,+08:41.56
Patrick Lange,T2,04:58:19.23,11,+09:06.42
Kacper Stepniak,T2,04:58:30.006,12,+09:17.20
Antonio Benito López,T2,04:58:32.984,13,+09:20.17
Nick Thompson,T2,04:59:02.907,14,+09:50.10
Kieran Lindars,T2,05:00:05.619,15,+10:52.81
Bradley Weiss,T2,05:00:37.877,16,+11:25.07
Ben Kanute,T2,05:00:38.765,17,+11:25.95
Cameron Wurf,T2,05:01:15.007,18,+12:02.20
Finn Große-Freese,T2,05:02:08.234,19,+12:55.42
Sam Appleton,T2,05:02:59.575,20,+13:46.76
Thor Bendix Madsen,T2,05:04:00.628,21,+14:47.82
Mathias Petersen,T2,05:04:12.204,22,+14:59.39
Lionel Sanders,T2,05:06:00.51,23,+16:47.70
Paul Schuster,T2,05:06:10.619,24,+16:57.81
Tristan Olij,T2,05:06:16.098,25,+17:03.29
Mike Phillips,T2,05:06:36.267,26,+17:23.46
Jackson Laundry,T2,05:07:54.145,27,+18:41.34
Steven McKenna,T2,05:07:58.528,28,+18:45.72
Ben Hamilton,T2,05:09:19.791,29,+20:06.98
Matt Hanson,T2,05:09:24.991,30,+20:12.18
Gustav Iden,T2,05:10:01.628,,
David McNamee,T2,05:10:38.878,31,+21:26.07
Stenn Goetstouwers,T2,05:11:38.753,32,+22:25.94
Chris Leiferman,T2,05:11:43.006,,
Michael Weiss,T2,05:11:51.13,33,+22:38.32
Daniel Bækkegård,T2,05:12:39.073,34,+23:26.26
Leonard Arnold,T2,05:12:54.743,,
Jonas Hoffmann,T2,05:13:44.97,35,+24:32.16
Jason Pohl,T2,05:15:14.34,36,+26:01.53
Braden Currie,T2,05:18:08.341,37,+28:55.53
Tomasz Szala,T2,05:18:15.455,38,+29:02.65
Dylan Magnien,T2,05:22:07.727,39,+32:54.92
Rasmus Svenningsson,T2,05:32:08.925,40,+42:56.12
Igor Amorelli,T2,05:34:12.976,41,+45:00.17
Andre Lopes,T2,05:38:28.267,42,+49:15.46
Sam Laidlow,RUN1,04:53:50.137,1,
Robert Kallin,RUN1,04:59:58.022,2,+06:07.89
Kristian Høgenhaug,RUN1,05:01:14.048,3,+07:23.91
Leon Chevalier,RUN1,05:01:27.781,4,+07:37.64
Matthew Marquardt,RUN1,05:01:33.624,5,+07:43.49
Menno Koolhaas,RUN1,05:01:45.285,6,+07:55.15
Magnus Ditlev,RUN1,05:02:08.996,7,+08:18.86
Kristian Blummenfelt,RUN1,05:02:19.655,8,+08:29.52
Gregory Barnaby,RUN1,05:02:20.102,9,+08:29.97
Rudy Von Berg,RUN1,05:02:23.163,10,+08:33.03
Patrick Lange,RUN1,05:02:32.62,11,+08:42.48
Antonio Benito López,RUN1,05:02:51.296,12,+09:01.16
Kacper Stepniak,RUN1,05:03:03.772,13,+09:13.64
Nick Thompson,RUN1,05:03:48.415,14,+09:58.28
Kieran Lindars,RUN1,05:04:41.81,15,+10:51.67
Ben Kanute,RUN1,05:05:16.081,16,+11:25.94
Bradley Weiss,RUN1,05:05:33.045,17,+11:42.91
Cameron Wurf,RUN1,05:05:59.198,18,+12:09.06
Finn Große-Freese,RUN1,05:06:26.103,19,+12:35.97
Sam Appleton,RUN1,05:07:33.263,20,+13:43.13
Thor Bendix Madsen,RUN1,05:08:38.116,21,+14:47.98
Mathias Petersen,RUN1,05:08:48.082,22,+14:57.95
Lionel Sanders,RUN1,05:10:35.477,23,+16:45.34
Paul Schuster,RUN1,05:10:41.355,24,+16:51.22
Tristan Olij,RUN1,05:10:44.566,25,+16:54.43
Mike Phillips,RUN1,05:11:10.125,26,+17:19.99
Steven McKenna,RUN1,05:12:50.038,27,+18:59.90
Jackson Laundry,RUN1,05:12:55.411,28,+19:05.27
Matt Hanson,RUN1,05:13:45.286,29,+19:55.15
Ben Hamilton,RUN1,05:13:57.538,30,+20:07.40
Gustav Iden,RUN1,05:14:41.133,,
David McNamee,RUN1,05:15:12.235,31,+21:22.10
Stenn Goetstouwers,RUN1,05:16:28.448,32,+22:38.31
Michael Weiss,RUN1,05:16:32.091,33,+22:41.95
Daniel Bækkegård,RUN1,05:17:05.214,34,+23:15.08
Chris Leiferman,RUN1,05:17:35.531,,
Leonard Arnold,RUN1,05:17:53.232,,
Jonas Hoffmann,RUN1,05:18:02.571,35,+24:12.43
Jason Pohl,RUN1,05:19:46.248,36,+25:56.11
Braden Currie,RUN1,05:22:49.433,37,+28:59.30
Tomasz Szala,RUN1,05:23:07.68,38,+29:17.54
Dylan Magnien,RUN1,05:26:36.43,39,+32:46.29
Rasmus Svenningsson,RUN1,05:36:43.705,40,+42:53.57
Igor Amorelli,RUN1,05:39:26.294,41,+45:36.16
Andre Lopes,RUN1,05:43:06.278,42,+49:16.14
Sam Laidlow,RUN2,05:01:23.584,1,
Robert Kallin,RUN2,05:08:02.623,2,+06:39.04
Leon Chevalier,RUN2,05:08:59.783,3,+07:36.20
Menno Koolhaas,RUN2,05:08:59.975,4,+07:36.39
Kristian Høgenhaug,RUN2,05:09:02.892,5,+07:39.31
Matthew Marquardt,RUN2,05:09:16.094,6,+07:52.51
Patrick Lange,RUN2,05:09:25.718,7,+08:02.13
Kristian Blummenfelt,RUN2,05:09:29.068,8,+08:05.48
Gregory Barnaby,RUN2,05:09:43.455,9,+08:19.87
Magnus Ditlev,RUN2,05:09:47.28,10,+08:23.70
Rudy Von Berg,RUN2,05:09:58.485,11,+08:34.90
Antonio Benito López,RUN2,05:10:12.887,12,+08:49.30
Kacper Stepniak,RUN2,05:10:57.709,13,+09:34.13
Nick Thompson,RUN2,05:11:45.655,14,+10:22.07
Kieran Lindars,RUN2,05:12:10.433,15,+10:46.85
Ben Kanute,RUN2,05:13:26.664,16,+12:03.08
Bradley Weiss,RUN2,05:13:33.609,17,+12:10.03
Cameron Wurf,RUN2,05:13:43.72,18,+12:20.14
Finn Große-Freese,RUN2,05:14:10.529,19,+12:46.95
Sam Appleton,RUN2,05:15:22.544,20,+13:58.96
Mathias Petersen,RUN2,05:16:27.657,21,+15:04.07
Thor Bendix Madsen,RUN2,05:16:30.772,22,+15:07.19
Tristan Olij,RUN2,05:18:08.78,23,+16:45.20
Lionel Sanders,RUN2,05:18:20.471,24,+16:56.89
Paul Schuster,RUN2,05:18:20.517,25,+16:56.93
Mike Phillips,RUN2,05:18:49.778,26,+17:26.19
Matt Hanson,RUN2,05:20:51.877,27,+19:28.29
Steven McKenna,RUN2,05:21:21.559,28,+19:57.98
Jackson Laundry,RUN2,05:21:21.561,29,+19:57.98
Ben Hamilton,RUN2,05:21:31.457,30,+20:07.87
David McNamee,RUN2,05:22:35.914,31,+21:12.33
Gustav Iden,RUN2,05:23:16.466,,
Michael Weiss,RUN2,05:24:13.262,32,+22:49.68
Stenn Goetstouwers,RUN2,05:24:29.027,33,+23:05.44
Daniel Bækkegård,RUN2,05:24:29.492,34,+23:05.91
Jonas Hoffmann,RUN2,05:25:13.716,35,+23:50.13
Chris Leiferman,RUN2,05:26:36.737,,
Leonard Arnold,RUN2,05:27:19.65,,
Jason Pohl,RUN2,05:27:22.424,36,+25:58.84
Braden Currie,RUN2,05:30:29.091,37,+29:05.51
Tomasz Szala,RUN2,05:31:15.867,38,+29:52.28
Dylan Magnien,RUN2,05:34:07.539,39,+32:43.96
Rasmus Svenningsson,RUN2,05:44:23.131,40,+42:59.55
Igor Amorelli,RUN2,05:48:01.709,41,+46:38.13
Andre Lopes,RUN2,05:50:44.954,42,+49:21.37
Sam Laidlow,RUN3,05:11:45.048,1,
Patrick Lange,RUN3,05:18:52.981,2,+07:07.93
Menno Koolhaas,RUN3,05:19:08.098,3,+07:23.05
Robert Kallin,RUN3,05:19:26.293,4,+07:41.25
Leon Chevalier,RUN3,05:19:30.785,5,+07:45.74
Kristian Høgenhaug,RUN3,05:19:38.903,6,+07:53.86
Kristian Blummenfelt,RUN3,05:19:43.581,7,+07:58.53
Matthew Marquardt,RUN3,05:19:54.546,8,+08:09.50
Gregory Barnaby,RUN3,05:20:09.179,9,+08:24.13
Magnus Ditlev,RUN3,05:20:24.987,10,+08:39.94
Antonio Benito López,RUN3,05:20:26.189,11,+08:41.14
Rudy Von Berg,RUN3,05:20:33.493,12,+08:48.45
Kacper Stepniak,RUN3,05:22:10.371,13,+10:25.32
Kieran Lindars,RUN3,05:22:23.106,14,+10:38.06
Nick Thompson,RUN3,05:22:45.398,15,+11:00.35
Bradley Weiss,RUN3,05:24:10.23,16,+12:25.18
Cameron Wurf,RUN3,05:24:24.972,17,+12:39.92
Ben Kanute,RUN3,05:24:57.759,18,+13:12.71
Finn Große-Freese,RUN3,05:25:42.028,19,+13:56.98
Sam Appleton,RUN3,05:26:07.52,20,+14:22.47
Mathias Petersen,RUN3,05:27:04.222,21,+15:19.17
Thor Bendix Madsen,RUN3,05:27:31.85,22,+15:46.80
Tristan Olij,RUN3,05:28:39.872,23,+16:54.82
Paul Schuster,RUN3,05:28:53.652,24,+17:08.60
Lionel Sanders,RUN3,05:28:57.257,25,+17:12.21
Mike Phillips,RUN3,05:29:59.039,26,+18:13.99
Matt Hanson,RUN3,05:30:46.197,27,+19:01.15
Ben Hamilton,RUN3,05:31:57.61,28,+20:12.56
David McNamee,RUN3,05:32:48.925,29,+21:03.88
Steven McKenna,RUN3,05:33:42.957,30,+21:57.91
Gustav Iden,RUN3,05:34:31.081,,
Daniel Bækkegård,RUN3,05:34:46.956,31,+23:01.91
Jonas Hoffmann,RUN3,05:35:04.685,32,+23:19.64
Jackson Laundry,RUN3,05:35:09.813,33,+23:24.77
Michael Weiss,RUN3,05:35:11.387,34,+23:26.34
Stenn Goetstouwers,RUN3,05:35:20.501,35,+23:35.45
Jason Pohl,RUN3,05:38:29.642,36,+26:44.59
Leonard Arnold,RUN3,05:40:36.101,,
Braden Currie,RUN3,05:41:06.467,37,+29:21.42
Tomasz Szala,RUN3,05:42:34.644,38,+30:49.60
Dylan Magnien,RUN3,05:44:46.922,39,+33:01.87
Rasmus Svenningsson,RUN3,05:55:21.052,40,+43:36.00
Igor Amorelli,RUN3,06:00:06.961,41,+48:21.91
Andre Lopes,RUN3,06:01:30.344,42,+49:45.30
Sam Laidlow,RUN4,05:22:09.87,1,
Patrick Lange,RUN4,05:28:31.204,2,+06:21.33
Menno Koolhaas,RUN4,05:29:26.337,3,+07:16.47
Leon Chevalier,RUN4,05:30:00.956,4,+07:51.09
Kristian Blummenfelt,RUN4,05:30:23.53,5,+08:13.66
Kristian Høgenhaug,RUN4,05:30:30.581,6,+08:20.71
Matthew Marquardt,RUN4,05:30:34.773,7,+08:24.90
Gregory Barnaby,RUN4,05:30:49.524,8,+08:39.65
Magnus Ditlev,RUN4,05:30:52.463,9,+08:42.59
Antonio Benito López,RUN4,05:31:03.484,10,+08:53.61
Robert Kallin,RUN4,05:31:03.496,11,+08:53.63
Rudy Von Berg,RUN4,05:31:12.403,12,+09:02.53
Kieran Lindars,RUN4,05:32:36.057,13,+10:26.19
Kacper Stepniak,RUN4,05:34:04.927,14,+11:55.06
Nick Thompson,RUN4,05:34:18.777,15,+12:08.91
Bradley Weiss,RUN4,05:34:39.944,16,+12:30.07
Cameron Wurf,RUN4,05:34:56.684,17,+12:46.81
Ben Kanute,RUN4,05:36:45.981,18,+14:36.11
Sam Appleton,RUN4,05:37:11.579,19,+15:01.71
Finn Große-Freese,RUN4,05:37:46.016,20,+15:36.15
Mathias Petersen,RUN4,05:37:49.562,21,+15:39.69
Thor Bendix Madsen,RUN4,05:38:53.013,22,+16:43.14
Tristan Olij,RUN4,05:39:29.591,23,+17:19.72
Paul Schuster,RUN4,05:39:46.159,24,+17:36.29
Lionel Sanders,RUN4,05:39:47.163,25,+17:37.29
Matt Hanson,RUN4,05:40:53.057,26,+18:43.19
Mike Phillips,RUN4,05:41:04.906,27,+18:55.04
Ben Hamilton,RUN4,05:43:04.079,28,+20:54.21
David McNamee,RUN4,05:43:15.923,29,+21:06.05
Jonas Hoffmann,RUN4,05:45:19.754,30,+23:09.88
Daniel Bækkegård,RUN4,05:45:37.461,31,+23:27.59
Stenn Goetstouwers,RUN4,05:46:11.693,32,+24:01.82
Michael Weiss,RUN4,05:46:39.49,33,+24:29.62
Gustav Iden,RUN4,05:46:52.617,,
Steven McKenna,RUN4,05:48:38.854,34,+26:28.98
Jackson Laundry,RUN4,05:49:55.434,35,+27:45.56
Jason Pohl,RUN4,05:50:38.926,36,+28:29.06
Braden Currie,RUN4,05:51:38.851,37,+29:28.98
Leonard Arnold,RUN4,05:54:13.635,,
Tomasz Szala,RUN4,05:54:16.981,38,+32:07.11
Dylan Magnien,RUN4,05:55:36.472,39,+33:26.60
Rasmus Svenningsson,RUN4,06:06:07.767,40,+43:57.90
Andre Lopes,RUN4,06:13:04.654,41,+50:54.78
Igor Amorelli,RUN4,06:13:17.767,42,+51:07.90
Sam Laidlow,RUN5,05:29:43.931,1,
Patrick Lange,RUN5,05:35:38.06,2,+05:54.13
Menno Koolhaas,RUN5,05:36:57.998,3,+07:14.07
Leon Chevalier,RUN5,05:37:22.104,4,+07:38.17
Matthew Marquardt,RUN5,05:38:11.00,5,+08:27.07
Kristian Blummenfelt,RUN5,05:38:19.589,6,+08:35.66
Magnus Ditlev,RUN5,05:38:23.549,7,+08:39.62
Kristian Høgenhaug,RUN5,05:38:23.961,8,+08:40.03
Gregory Barnaby,RUN5,05:38:35.874,9,+08:51.94
Rudy Von Berg,RUN5,05:38:51.067,10,+09:07.14
Antonio Benito López,RUN5,05:38:56.975,11,+09:13.04
Robert Kallin,RUN5,05:39:23.637,12,+09:39.71
Kieran Lindars,RUN5,05:40:00.405,13,+10:16.47
Kacper Stepniak,RUN5,05:42:10.444,14,+12:26.51
Bradley Weiss,RUN5,05:42:12.066,15,+12:28.13
Cameron Wurf,RUN5,05:42:28.517,16,+12:44.59
Nick Thompson,RUN5,05:42:43.674,17,+12:59.74
Sam Appleton,RUN5,05:45:11.51,18,+15:27.58
Ben Kanute,RUN5,05:45:12.153,19,+15:28.22
Mathias Petersen,RUN5,05:45:36.567,20,+15:52.64
Finn Große-Freese,RUN5,05:46:43.305,21,+16:59.37
Thor Bendix Madsen,RUN5,05:47:05.046,22,+17:21.12
Tristan Olij,RUN5,05:47:14.059,23,+17:30.13
Paul Schuster,RUN5,05:47:30.302,24,+17:46.37
Lionel Sanders,RUN5,05:47:40.163,25,+17:56.23
Matt Hanson,RUN5,05:48:09.556,26,+18:25.63
Mike Phillips,RUN5,05:48:53.196,27,+19:09.27
David McNamee,RUN5,05:50:44.79,28,+21:00.86
Ben Hamilton,RUN5,05:50:45.634,29,+21:01.70
Jonas Hoffmann,RUN5,05:52:46.091,30,+23:02.16
Daniel Bækkegård,RUN5,05:53:19.63,31,+23:35.70
Stenn Goetstouwers,RUN5,05:53:57.463,32,+24:13.53
Michael Weiss,RUN5,05:54:48.493,33,+25:04.56
Gustav Iden,RUN5,05:55:46.764,,
Jason Pohl,RUN5,05:59:02.724,34,+29:18.79
Braden Currie,RUN5,05:59:08.456,35,+29:24.53
Jackson Laundry,RUN5,05:59:28.083,36,+29:44.15
Steven McKenna,RUN5,06:00:31.955,37,+30:48.02
Tomasz Szala,RUN5,06:02:43.707,38,+32:59.78
Dylan Magnien,RUN5,06:03:25.191,39,+33:41.26
Rasmus Svenningsson,RUN5,06:13:59.663,40,+44:15.73
Andre Lopes,RUN5,06:20:50.485,41,+51:06.55
Igor Amorelli,RUN5,06:22:29.64,42,+52:45.71
Sam Laidlow,RUN6,05:35:03.581,1,
Patrick Lange,RUN6,05:40:26.863,2,+05:23.28
Menno Koolhaas,RUN6,05:42:18.111,3,+07:14.53
Leon Chevalier,RUN6,05:42:18.209,4,+07:14.63
Matthew Marquardt,RUN6,05:43:19.86,5,+08:16.28
Magnus Ditlev,RUN6,05:43:20.239,6,+08:16.66
Kristian Høgenhaug,RUN6,05:43:40.911,7,+08:37.33
Gregory Barnaby,RUN6,05:43:57.136,8,+08:53.56
Rudy Von Berg,RUN6,05:44:01.795,9,+08:58.21
Antonio Benito López,RUN6,05:44:14.852,10,+09:11.27
Kristian Blummenfelt,RUN6,05:44:30.336,11,+09:26.76
Robert Kallin,RUN6,05:44:59.25,12,+09:55.67
Kieran Lindars,RUN6,05:45:02.326,13,+09:58.75
Bradley Weiss,RUN6,05:47:12.012,14,+12:08.43
Kacper Stepniak,RUN6,05:47:28.957,15,+12:25.38
Cameron Wurf,RUN6,05:47:38.806,16,+12:35.23
Nick Thompson,RUN6,05:48:35.535,17,+13:31.95
Sam Appleton,RUN6,05:50:32.886,18,+15:29.31
Mathias Petersen,RUN6,05:50:55.053,19,+15:51.47
Ben Kanute,RUN6,05:51:09.567,20,+16:05.99
Tristan Olij,RUN6,05:52:32.909,21,+17:29.33
Paul Schuster,RUN6,05:52:41.179,22,+17:37.60
Thor Bendix Madsen,RUN6,05:52:45.741,23,+17:42.16
Matt Hanson,RUN6,05:53:07.04,24,+18:03.46
Finn Große-Freese,RUN6,05:53:07.494,25,+18:03.91
Lionel Sanders,RUN6,05:53:27.911,26,+18:24.33
Mike Phillips,RUN6,05:54:14.748,27,+19:11.17
David McNamee,RUN6,05:55:48.504,28,+20:44.92
Ben Hamilton,RUN6,05:55:58.605,29,+20:55.02
Jonas Hoffmann,RUN6,05:57:55.766,30,+22:52.19
Daniel Bækkegård,RUN6,05:58:41.963,31,+23:38.38
Stenn Goetstouwers,RUN6,05:59:20.164,32,+24:16.58
Michael Weiss,RUN6,06:00:23.567,33,+25:19.99
Gustav Iden,RUN6,06:02:18.935,,
Braden Currie,RUN6,06:04:41.646,34,+29:38.07
Jason Pohl,RUN6,06:05:08.589,35,+30:05.01
Jackson Laundry,RUN6,06:05:58.386,36,+30:54.81
Steven McKenna,RUN6,06:08:13.852,37,+33:10.27
Tomasz Szala,RUN6,06:08:26.983,38,+33:23.40
Dylan Magnien,RUN6,06:08:53.137,39,+33:49.56
Rasmus Svenningsson,RUN6,06:19:05.425,40,+44:01.84
Andre Lopes,RUN6,06:26:15.836,41,+51:12.26
Igor Amorelli,RUN6,06:28:38.274,42,+53:34.69
Sam Laidlow,RUN7,05:44:20.252,1,
Patrick Lange,RUN7,05:48:57.037,2,+04:36.79
Leon Chevalier,RUN7,05:51:07.244,3,+06:46.99
Menno Koolhaas,RUN7,05:51:44.167,4,+07:23.92
Magnus Ditlev,RUN7,05:52:29.795,5,+08:09.54
Matthew Marquardt,RUN7,05:52:32.616,6,+08:12.36
Kristian Høgenhaug,RUN7,05:52:50.015,7,+08:29.76
Rudy Von Berg,RUN7,05:53:05.789,8,+08:45.54
Antonio Benito López,RUN7,05:53:24.421,9,+09:04.17
Gregory Barnaby,RUN7,05:53:33.989,10,+09:13.74
Kieran Lindars,RUN7,05:53:59.039,11,+09:38.79
Robert Kallin,RUN7,05:55:04.407,12,+10:44.15
Kristian Blummenfelt,RUN7,05:55:20.24,13,+10:59.99
Bradley Weiss,RUN7,05:56:21.795,14,+12:01.54
Cameron Wurf,RUN7,05:56:37.80,15,+12:17.55
Kacper Stepniak,RUN7,05:56:55.688,16,+12:35.44
Nick Thompson,RUN7,05:59:04.085,17,+14:43.83
Sam Appleton,RUN7,05:59:53.096,18,+15:32.84
Mathias Petersen,RUN7,06:00:26.045,19,+16:05.79
Matt Hanson,RUN7,06:01:52.356,20,+17:32.10
Paul Schuster,RUN7,06:01:53.981,21,+17:33.73
Tristan Olij,RUN7,06:01:54.795,22,+17:34.54
Ben Kanute,RUN7,06:02:05.881,23,+17:45.63
Thor Bendix Madsen,RUN7,06:03:17.161,24,+18:56.91
Finn Große-Freese,RUN7,06:03:22.572,25,+19:02.32
Mike Phillips,RUN7,06:03:28.587,26,+19:08.34
Lionel Sanders,RUN7,06:03:30.806,27,+19:10.55
David McNamee,RUN7,06:04:55.393,28,+20:35.14
Ben Hamilton,RUN7,06:05:25.17,29,+21:04.92
Jonas Hoffmann,RUN7,06:06:52.315,30,+22:32.06
Daniel Bækkegård,RUN7,06:08:05.281,31,+23:45.03
Stenn Goetstouwers,RUN7,06:08:43.115,32,+24:22.86
Michael Weiss,RUN7,06:10:24.171,33,+26:03.92
Braden Currie,RUN7,06:13:54.061,34,+29:33.81
Jason Pohl,RUN7,06:15:05.118,35,+30:44.87
Jackson Laundry,RUN7,06:17:16.592,36,+32:56.34
Gustav Iden,RUN7,06:17:16.739,,
Dylan Magnien,RUN7,06:18:03.141,37,+33:42.89
Tomasz Szala,RUN7,06:18:51.697,38,+34:31.45
Steven McKenna,RUN7,06:21:50.302,39,+37:30.05
Rasmus Svenningsson,RUN7,06:28:30.717,40,+44:10.47
Andre Lopes,RUN7,06:36:20.803,41,+52:00.55
Igor Amorelli,RUN7,06:39:47.972,42,+55:27.72
Sam Laidlow,RUN8,05:52:56.447,1,
Patrick Lange,RUN8,05:56:01.674,2,+03:05.23
Leon Chevalier,RUN8,05:58:42.134,3,+05:45.69
Menno Koolhaas,RUN8,05:59:41.489,4,+06:45.04
Magnus Ditlev,RUN8,06:00:06.491,5,+07:10.04
Matthew Marquardt,RUN8,06:00:25.676,6,+07:29.23
Kristian Høgenhaug,RUN8,06:00:44.832,7,+07:48.38
Rudy Von Berg,RUN8,06:00:45.834,8,+07:49.39
Antonio Benito López,RUN8,06:01:14.975,9,+08:18.53
Kieran Lindars,RUN8,06:01:41.628,10,+08:45.18
Gregory Barnaby,RUN8,06:01:59.968,11,+09:03.52
Robert Kallin,RUN8,06:03:48.259,12,+10:51.81
Cameron Wurf,RUN8,06:04:12.528,13,+11:16.08
Kristian Blummenfelt,RUN8,06:04:46.126,14,+11:49.68
Bradley Weiss,RUN8,06:04:53.741,15,+11:57.29
Kacper Stepniak,RUN8,06:05:09.298,16,+12:12.85
Nick Thompson,RUN8,06:07:54.325,17,+14:57.88
Sam Appleton,RUN8,06:08:00.743,18,+15:04.30
Mathias Petersen,RUN8,06:08:23.219,19,+15:26.77
Matt Hanson,RUN8,06:09:23.581,20,+16:27.13
Paul Schuster,RUN8,06:09:53.534,21,+16:57.09
Tristan Olij,RUN8,06:09:59.68,22,+17:03.23
Mike Phillips,RUN8,06:11:09.19,23,+18:12.74
Ben Kanute,RUN8,06:11:14.666,24,+18:18.22
Finn Große-Freese,RUN8,06:11:41.745,25,+18:45.30
Lionel Sanders,RUN8,06:11:50.045,26,+18:53.60
Thor Bendix Madsen,RUN8,06:12:05.186,27,+19:08.74
David McNamee,RUN8,06:12:35.594,28,+19:39.15
Ben Hamilton,RUN8,06:13:19.616,29,+20:23.17
Jonas Hoffmann,RUN8,06:14:20.755,30,+21:24.31
Daniel Bækkegård,RUN8,06:15:45.298,31,+22:48.85
Stenn Goetstouwers,RUN8,06:16:30.315,32,+23:33.87
Michael Weiss,RUN8,06:18:41.794,33,+25:45.35
Braden Currie,RUN8,06:21:34.292,34,+28:37.85
Jason Pohl,RUN8,06:23:52.322,35,+30:55.88
Dylan Magnien,RUN8,06:25:40.937,36,+32:44.49
Jackson Laundry,RUN8,06:26:53.511,37,+33:57.06
Tomasz Szala,RUN8,06:27:33.214,38,+34:36.77
Rasmus Svenningsson,RUN8,06:36:20.982,39,+43:24.54
Steven McKenna,RUN8,06:36:54.557,40,+43:58.11
Andre Lopes,RUN8,06:44:43.163,41,+51:46.72
Igor Amorelli,RUN8,06:49:40.476,42,+56:44.03
Sam Laidlow,RUN9,05:59:22.413,1,
Patrick Lange,RUN9,06:00:25.62,2,+01:03.21
Leon Chevalier,RUN9,06:03:20.851,3,+03:58.44
Menno Koolhaas,RUN9,06:04:34.441,4,+05:12.03
